"institution_short","course_code_norm","year","hv","url","status","ok","bytes","sha1","course_name_no","fulltext"
"uia","ERN134-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ern134.html",200,TRUE,275,"6d4a381f6805580be6a7ba362d91b8457e310726",NA,NA
"uia","SPA114-1",2026,"V","https://www.uia.no/studier/emner/2026/var/spa114.html",200,TRUE,275,"8da6feac3a1fabc6fb85b1a1afe646c34e8e653f",NA,NA
"uia","MU-155-1",2026,"V","https://www.uia.no/studier/emner/2026/var/mu-155.html",200,TRUE,275,"e45ebcf54d70e29d4e98fa9f108686a4a99b5dd8",NA,NA
"uia","PED159-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped159.html",200,TRUE,275,"708aa237091c04d751a39d34425fcf7ba29141f4",NA,NA
"uia","ERN128-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ern128.html",404,FALSE,NA,NA,NA,NA
"uia","ERN129-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ern129.html",404,FALSE,NA,NA,NA,NA
"uia","ME-202-1",2026,"V","https://www.uia.no/studier/emner/2026/var/me-202.html",200,TRUE,275,"b93b78d23189c91a6d0578ca096b18cd1ffe3cc6",NA,NA
"uia","SPA110-1",2026,"V","https://www.uia.no/studier/emner/2026/var/spa110.html",404,FALSE,NA,NA,NA,NA
"uia","ERN207-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ern207.html",200,TRUE,275,"83eafaaf1b1d35ebdfa8360a54c5e91c380465fa",NA,NA
"uia","ERN209-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ern209.html",200,TRUE,275,"fe2a1a28cc4d559d58e0accea940d9543c045085",NA,NA
"uia","ERN210-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ern210.html",200,TRUE,275,"dca0655c5ae500c3347acfad9338445c19b9b932",NA,NA
"uia","SV-147-1",2026,"V","https://www.uia.no/studier/emner/2026/var/sv-147.html",404,FALSE,NA,NA,NA,NA
"uia","SV-148-1",2026,"V","https://www.uia.no/studier/emner/2026/var/sv-148.html",404,FALSE,NA,NA,NA,NA
"uia","TY-133-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ty-133.html",200,TRUE,275,"b31fd5fe12138c25e1c087b4f98a9dd27930e0b1",NA,NA
"uia","IS-215-1",2026,"V","https://www.uia.no/studier/emner/2026/var/is-215.html",200,TRUE,275,"35d60c557064d8c446f6768315e5811e7a43ea96",NA,NA
"uia","KH-137-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-137.html",200,TRUE,275,"b51238b03d0f137f9d889fd6e1732b92900bfa11",NA,NA
"uia","KH-138-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-138.html",200,TRUE,275,"df7b9eeb5fa64820e68ffca3ee23e4e88df46ae7",NA,NA
"uia","KH-209-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-209.html",200,TRUE,275,"4628eede47460609c55f6639ab6f1035d954718e",NA,NA
"uia","REL129-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel129.html",404,FALSE,NA,NA,NA,NA
"uia","KH-210-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-210.html",200,TRUE,275,"3e0cc1c43da772023efe141bb499d02387e119a7",NA,NA
"uia","MA-174-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-174.html",404,FALSE,NA,NA,NA,NA
"uia","MA-172-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-172.html",404,FALSE,NA,NA,NA,NA
"uia","MA-441-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-441.html",404,FALSE,NA,NA,NA,NA
"uia","PED526-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped526.html",404,FALSE,NA,NA,NA,NA
"uia","IDR413-1",2026,"V","https://www.uia.no/studier/emner/2026/var/idr413.html",404,FALSE,NA,NA,NA,NA
"uia","IDR412-1",2026,"V","https://www.uia.no/studier/emner/2026/var/idr412.html",404,FALSE,NA,NA,NA,NA
"uia","IDR411-1",2026,"V","https://www.uia.no/studier/emner/2026/var/idr411.html",404,FALSE,NA,NA,NA,NA
"uia","EN-429-1",2025,"H","https://www.uia.no/studier/emner/2025/host/en-429.html",404,FALSE,NA,NA,NA,NA
"uia","EN-430-1",2025,"H","https://www.uia.no/studier/emner/2025/host/en-430.html",404,FALSE,NA,NA,NA,NA
"uia","IDR507-1",2025,"H","https://www.uia.no/studier/emner/2025/host/idr507.html",404,FALSE,NA,NA,NA,NA
"uia","NO-405-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-405.html",404,FALSE,NA,NA,NA,NA
"uia","NO-155-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-155.html",200,TRUE,275,"897746535d2dfdfd63af58c1c5a4aace1a4a9b50",NA,NA
"uia","PRA1-202-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra1-202.html",200,TRUE,277,"5eddeba228aaf8e3e8112fbef78ebdb88c673275",NA,NA
"uia","PRA1-301-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra1-301.html",404,FALSE,NA,NA,NA,NA
"uia","PRA1-302-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra1-302.html",200,TRUE,277,"963a484a477421aac241ffdc9d81ced4b94f77ec",NA,NA
"uia","NO-157-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-157.html",404,FALSE,NA,NA,NA,NA
"uia","NO-217-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-217.html",200,TRUE,275,"98903023adf63d889088133dd4635fdcb63a4cf5",NA,NA
"uia","REL127-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel127.html",200,TRUE,275,"1bb75bf0b4b418291829b1a2c66bb79f1de1faf0",NA,NA
"uia","KH-139-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-139.html",404,FALSE,NA,NA,NA,NA
"uia","REL128-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel128.html",200,TRUE,275,"a2d68fba7f5762b9432df1f07e2dd7db1bf25c2a",NA,NA
"uia","KH-140-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-140.html",404,FALSE,NA,NA,NA,NA
"uia","KH-214-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-214.html",200,TRUE,275,"d63ace1ef718071ed4f5d951f731c24babee2d01",NA,NA
"uia","KH-215-1",2026,"V","https://www.uia.no/studier/emner/2026/var/kh-215.html",200,TRUE,275,"e29381849eb8e97492c2725c135855c51627ebb1",NA,NA
"uia","PED155-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped155.html",404,FALSE,NA,NA,NA,NA
"uia","PED156-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped156.html",404,FALSE,NA,NA,NA,NA
"uia","EN-158-1",2026,"V","https://www.uia.no/studier/emner/2026/var/en-158.html",200,TRUE,275,"3e1aa2ede0795e5e4475baa011ac1110177a1984",NA,NA
"uia","EN-159-1",2026,"V","https://www.uia.no/studier/emner/2026/var/en-159.html",404,FALSE,NA,NA,NA,NA
"uia","NO-158-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-158.html",200,TRUE,275,"4151477de5fffd6f7a1f25f05cc23b71d504cf82",NA,NA
"uia","NO-159-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-159.html",404,FALSE,NA,NA,NA,NA
"uia","PRA2-101-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra2-101.html",404,FALSE,NA,NA,NA,NA
"uia","PRA2-102-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra2-102.html",200,TRUE,277,"3e6c9747c6ac6b42f78f2a3d546d8e0c6036e913",NA,NA
"uia","PRA2-201-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra2-201.html",404,FALSE,NA,NA,NA,NA
"uia","PRA2-202-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra2-202.html",200,TRUE,277,"fd922a7316a0241c4dcbc7d0cee74ff6f969a4fa",NA,NA
"uia","REL120-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel120.html",404,FALSE,NA,NA,NA,NA
"uia","REL125-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel125.html",404,FALSE,NA,NA,NA,NA
"uia","REL126-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel126.html",200,TRUE,275,"4ea48838a2dfb999367ee6d6acc9abb6274b52e5",NA,NA
"uia","PRA2-301-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra2-301.html",404,FALSE,NA,NA,NA,NA
"uia","PRA2-302-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra2-302.html",200,TRUE,277,"761849660de3f1cf756a03a85dda88a47d9684ff",NA,NA
"uia","IDR136-1",2026,"V","https://www.uia.no/studier/emner/2026/var/idr136.html",404,FALSE,NA,NA,NA,NA
"uia","NAT116-1",2026,"V","https://www.uia.no/studier/emner/2026/var/nat116.html",404,FALSE,NA,NA,NA,NA
"uia","MA-173-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-173.html",200,TRUE,275,"18d4ce74310e9dd42604995b9a8bef43f0d02b19",NA,NA
"uia","IDR137-1",2026,"V","https://www.uia.no/studier/emner/2026/var/idr137.html",404,FALSE,NA,NA,NA,NA
"uia","NAT201-1",2026,"V","https://www.uia.no/studier/emner/2026/var/nat201.html",200,TRUE,275,"2c457862f9a703d11558468c0731a201d573db14",NA,NA
"uia","IDR208-1",2026,"V","https://www.uia.no/studier/emner/2026/var/idr208.html",200,TRUE,275,"cd905650029949a8cc46030607ef20ee5b19b1a5",NA,NA
"uia","NO-009-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-009.html",200,TRUE,275,"a2db783dfc34327927ee609711ce0d78f18d27db",NA,NA
"uia","MA-219-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-219.html",404,FALSE,NA,NA,NA,NA
"uia","EN-157-1",2026,"V","https://www.uia.no/studier/emner/2026/var/en-157.html",200,TRUE,275,"ea4db66946b41d5f4f22bf537c9ffcf2c9967f16",NA,NA
"uia","PRA1-102-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra1-102.html",200,TRUE,277,"82c374c36504c10df33d1952a314afef1781a00b",NA,NA
"uia","NO-152-1",2026,"V","https://www.uia.no/studier/emner/2026/var/no-152.html",404,FALSE,NA,NA,NA,NA
"uia","PRA1-201-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra1-201.html",404,FALSE,NA,NA,NA,NA
"uia","MA-220-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-220.html",404,FALSE,NA,NA,NA,NA
"uia","NAT111-1",2026,"V","https://www.uia.no/studier/emner/2026/var/nat111.html",404,FALSE,NA,NA,NA,NA
"uia","EN-148-1",2026,"V","https://www.uia.no/studier/emner/2026/var/en-148.html",404,FALSE,NA,NA,NA,NA
"uia","MA-167-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ma-167.html",404,FALSE,NA,NA,NA,NA
"uia","TY-129-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ty-129.html",404,FALSE,NA,NA,NA,NA
"uia","IDR134-1",2026,"V","https://www.uia.no/studier/emner/2026/var/idr134.html",404,FALSE,NA,NA,NA,NA
"uia","EN-153-1",2026,"V","https://www.uia.no/studier/emner/2026/var/en-153.html",404,FALSE,NA,NA,NA,NA
"uia","IDR135-1",2026,"V","https://www.uia.no/studier/emner/2026/var/idr135.html",200,TRUE,275,"6449e91ced0d0c81750b333b3e0f2a607d91e3e4",NA,NA
"uia","NAT115-1",2026,"V","https://www.uia.no/studier/emner/2026/var/nat115.html",404,FALSE,NA,NA,NA,NA
"uia","PRA044-1",2026,"V","https://www.uia.no/studier/emner/2026/var/pra044.html",404,FALSE,NA,NA,NA,NA
